data_size, threads, time
20000, 20, 0.0730114
20000, 20, 0.071959
20000, 20, 0.0687588
20000, 20, 0.0706078
20000, 20, 0.0700397
20000, 20, 0.0750174
20000, 20, 0.0728838
20000, 20, 0.075082
20000, 20, 0.0677354
20000, 20, 0.0744195
20000, 20, 0.0700448
20000, 20, 0.0745531
20000, 20, 0.0672788
20000, 20, 0.0681409
20000, 20, 0.0666661
20000, 20, 0.0701799
20000, 20, 0.0697034
20000, 20, 0.0731503
20000, 20, 0.0683667
20000, 20, 0.069511
20000, 20, 0.0688542
20000, 20, 0.0720722
20000, 20, 0.066741
20000, 20, 0.0661913
20000, 20, 0.0692789
20000, 20, 0.0752941
20000, 20, 0.0726791
20000, 20, 0.0676297
20000, 20, 0.0695087
20000, 20, 0.0709249
20000, 20, 0.0665509
20000, 20, 0.0723433
20000, 20, 0.0673978
20000, 20, 0.0726876
20000, 20, 0.0642909
20000, 20, 0.0686421
20000, 20, 0.0695708
20000, 20, 0.0703424
20000, 20, 0.0676068
20000, 20, 0.0685417
20000, 20, 0.0670517
20000, 20, 0.0691063
20000, 20, 0.0697169
20000, 20, 0.067979
20000, 20, 0.0706554
20000, 20, 0.0674354
20000, 20, 0.0693329
20000, 20, 0.070476
20000, 20, 0.0706983
20000, 20, 0.0687329
20000, 20, 0.0667029
20000, 20, 0.0702391
20000, 20, 0.0745571
20000, 20, 0.068428
20000, 20, 0.0684775
20000, 20, 0.0719193
20000, 20, 0.0684628
20000, 20, 0.0714938
20000, 20, 0.0729524
20000, 20, 0.0706721
20000, 20, 0.0710931
20000, 20, 0.0721374
20000, 20, 0.0727128
20000, 20, 0.071849
20000, 20, 0.0705233
20000, 20, 0.0754218
20000, 40, 0.0495156
20000, 40, 0.0506742
20000, 40, 0.0526669
20000, 40, 0.052912
20000, 40, 0.050704
20000, 40, 0.0498738
20000, 40, 0.0524323
20000, 40, 0.0562292
20000, 40, 0.0542146
20000, 40, 0.0512603
20000, 40, 0.0503251
20000, 40, 0.0510579
20000, 40, 0.0497056
20000, 40, 0.04991
