threads, time
8, 0.0621514
8, 0.0620901
8, 0.062049
8, 0.0618939
8, 0.0619242
8, 0.0618975
8, 0.0620727
8, 0.065197
8, 0.0627814
8, 0.0619763
8, 0.0619848
8, 0.062252
8, 0.0620248
8, 0.0621186
8, 0.0619957
8, 0.0622946
8, 0.0625961
8, 0.063118
8, 0.0630245
8, 0.0621567
8, 0.0620491
8, 0.0619278
8, 0.0620908
8, 0.0619174
8, 0.0620172
8, 0.0619301
8, 0.061929
8, 0.0618994
8, 0.0619346
8, 0.0621274
8, 0.0621884
8, 0.0619875
8, 0.0620373
8, 0.0623024
8, 0.0619356
8, 0.0622298
8, 0.0620183
8, 0.0620515
8, 0.0623651
8, 0.0619653
8, 0.0620471
8, 0.062343
8, 0.0619863
8, 0.0619367
8, 0.0622612
8, 0.0621862
8, 0.0620993
8, 0.0621092
8, 0.0621785
8, 0.0620323
8, 0.0620605
8, 0.0620562
8, 0.0620957
8, 0.0619681
8, 0.0621214
8, 0.0620261
8, 0.0622024
8, 0.0619204
8, 0.0619912
8, 0.0628706
8, 0.0650604
8, 0.0641546
8, 0.0626541
8, 0.0622292
8, 0.0633567
8, 0.0625551
8, 0.0633973
8, 0.062
8, 0.062061
8, 0.0624229
8, 0.0623148
8, 0.0619407
16, 0.0421362
16, 0.0311866
16, 0.0309592
16, 0.031366
16, 0.0314573
16, 0.0310352
16, 0.0309546
16, 0.031074
16, 0.031072
16, 0.0311417
16, 0.0312928
16, 0.0311133
16, 0.0310264
16, 0.0310636
16, 0.0310081
16, 0.0310086
16, 0.0309749
16, 0.0312855
16, 0.0310604
16, 0.0310132
16, 0.03223
16, 0.0309839
16, 0.0309581
16, 0.0315188
16, 0.0313091
16, 0.0316764
16, 0.0317143
16, 0.031153
16, 0.0311103
16, 0.0309627
16, 0.0312249
16, 0.0312709
16, 0.0312595
16, 0.0311297
16, 0.0309645
16, 0.0310605
16, 0.031283
16, 0.0309591
16, 0.0311973
16, 0.031682
16, 0.031188
16, 0.0311944
16, 0.0312966
16, 0.0312051
16, 0.031198
16, 0.0312544
16, 0.0309672
16, 0.0309656
16, 0.0312159
16, 0.0311653
16, 0.0311189
16, 0.0311425
16, 0.031129
16, 0.0311335
16, 0.0310961
16, 0.0310649
16, 0.0311782
16, 0.0311033
16, 0.0311922
16, 0.030951
16, 0.0359854
16, 0.0370242
16, 0.036946
16, 0.0427867
16, 0.0309573
16, 0.0309517
16, 0.0309698
16, 0.0310868
16, 0.0309997
16, 0.0311458
16, 0.0311358
16, 0.0309605
16, 0.0309849
16, 0.0311123
16, 0.0313157
16, 0.0309637
16, 0.0310366
16, 0.0311403
16, 0.0309722
16, 0.0316459
16, 0.0333937
16, 0.0328835
16, 0.0322531
16, 0.0317239
16, 0.0315208
16, 0.0311932
16, 0.0313311
16, 0.0311951
16, 0.0322537
16, 0.0321315
16, 0.0323297
16, 0.0322527
16, 0.0318104
16, 0.0313687
16, 0.0311345
16, 0.0310638
16, 0.0309752
16, 0.031016
16, 0.0309631
16, 0.0309752
20, 0.0370915
20, 0.0261969
20, 0.026193
20, 0.0262007
20, 0.0261973
20, 0.0262811
20, 0.0262023
20, 0.0261926
20, 0.0262029
20, 0.0263922
20, 0.0261911
20, 0.0262091
20, 0.0262294
20, 0.0283617
20, 0.0295311
