threads, chunks, time
7, 1, 4.79181
7, 1, 4.81333
7, 1, 4.78841
7, 1, 4.81827
7, 1, 4.84958
7, 1, 4.86323
7, 1, 4.78843
7, 1, 4.79485
7, 1, 4.84923
7, 1, 4.85678
7, 1, 4.78991
7, 1, 4.85928
7, 1, 4.79745
7, 1, 4.7887
7, 1, 4.83018
7, 1, 4.79129
7, 1, 4.79244
7, 1, 4.81204
7, 1, 4.81309
7, 1, 4.79693
7, 1, 4.80472
7, 1, 4.83144
7, 1, 4.82782
7, 1, 4.79141
7, 10, 4.66242
7, 10, 4.70425
7, 10, 4.65387
7, 10, 4.68576
7, 10, 4.68693
7, 10, 4.6499
7, 10, 4.66344
7, 10, 4.65623
7, 10, 4.64804
7, 10, 4.67944
7, 10, 4.64349
7, 10, 4.64763
7, 10, 4.66064
7, 10, 4.66791
7, 10, 4.64705
7, 10, 4.6484
7, 10, 4.65444
7, 10, 4.64263
7, 10, 4.64983
7, 10, 4.65636
7, 10, 4.6491
7, 10, 4.64161
7, 10, 4.66035
7, 10, 4.64508
7, 10, 4.64422
7, 10, 4.66457
7, 10, 4.64225
7, 10, 4.65547
7, 10, 4.66022
7, 10, 4.64866
7, 10, 4.65391
7, 10, 4.64818
7, 10, 4.66943
7, 10, 4.64452
7, 10, 4.64373
7, 10, 4.6498
7, 10, 4.65117
7, 10, 4.64809
7, 10, 4.66128
7, 10, 4.64652
7, 10, 4.66363
7, 10, 4.65896
7, 10, 4.64836
7, 10, 4.64437
7, 10, 4.64803
7, 10, 4.64856
7, 10, 4.64164
7, 10, 4.64536
7, 10, 4.6581
7, 10, 4.6497
7, 10, 4.64364
7, 10, 4.64583
7, 10, 4.64199
7, 10, 4.66025
7, 10, 4.64399
7, 10, 4.64432
7, 10, 4.64908
7, 10, 4.6466
7, 10, 4.64827
7, 10, 4.65782
7, 10, 4.64326
7, 10, 4.64364
7, 10, 4.6605
7, 10, 4.64959
7, 10, 4.64563
7, 10, 4.6449
7, 10, 4.67465
7, 10, 4.65257
7, 10, 4.64804
7, 10, 4.64808
7, 10, 4.65179
7, 10, 4.6501
7, 10, 4.66005
7, 10, 4.65288
7, 10, 4.64465
7, 10, 4.6659
7, 10, 4.64689
7, 10, 4.64345
7, 10, 4.66467
7, 10, 4.64631
7, 10, 4.65316
7, 10, 4.64262
7, 10, 4.65222
7, 10, 4.64168
7, 10, 4.64474
7, 10, 4.66607
7, 10, 4.64423
7, 10, 4.65222
7, 10, 4.66028
7, 10, 4.64844
7, 10, 4.64703
7, 10, 4.66166
7, 10, 4.64916
7, 10, 4.64738
7, 10, 4.648
7, 10, 4.6431
7, 10, 4.64503
7, 10, 4.64552
7, 10, 4.66115
7, 10, 4.6445
7, 50, 4.65744
7, 50, 4.66371
7, 50, 4.66095
7, 50, 4.64692
7, 50, 4.68178
7, 50, 4.6508
7, 50, 4.65833
7, 50, 4.65967
7, 50, 4.64552
7, 50, 4.65763
7, 50, 4.66486
7, 50, 4.66515
